# x,y
2.314193003556042960e+00,1.998199899258590984e+00
2.756533237161673533e+00,2.593229303695887999e+00
9.391023219263603394e-01,1.282651241232089845e+00
2.072592646416968609e+00,1.595767428941387456e+00
1.486286619524215702e+00,1.344496808352011685e+00
1.429418020368798281e+00,1.006644860928021190e+00
1.514315005610940901e+00,7.783348451081170127e-01
1.996530567343143714e+00,1.690252755001671936e+00
2.227614700889666732e+00,2.022054995833668656e+00
2.698460531451722044e+00,2.951413194954901620e+00
2.297243487235238302e+00,1.929175204315073611e+00
3.079460230351770189e+00,3.068291389837678018e+00
1.479224291936745983e+00,1.304457985359642080e+00
3.709865066437020520e+00,4.722528118920712892e+00
1.106527033792065851e+00,1.020696836845826017e+00
3.237299312117590588e+00,3.551459267311832146e+00
2.491697983081682111e+00,2.585676115014619025e+00
2.713100768834043830e+00,2.698663743234847257e+00
1.346103825767678286e+00,1.623143903517007214e+00
1.466558385763792050e+00,1.460355216227894992e+00
3.486932576839432585e+00,4.317728168579980874e+00
3.920252740827904425e+00,4.698994748188649595e+00
1.871501799363513463e+00,1.645952478415279474e+00
3.085687218374791652e+00,3.391827295763345518e+00
3.505167288098488765e+00,4.405180944814108379e+00
3.823426397325985437e+00,5.249055196056851003e+00
1.165706921152134035e+00,8.404321322960500718e-01
1.362065890659746925e+00,1.308258136404740535e+00
1.590189587051866527e+00,1.047694746275614097e+00
3.753143214935652505e+00,5.344325411761894351e+00
1.076058132350941943e+00,5.255458755487936173e-01
2.297199361626890202e+00,1.434043713890516880e+00
4.021779880670760754e+00,4.963779043344638708e+00
2.408755734557464390e+00,1.849297132977741231e+00
3.022387640650695761e+00,2.807002380249966400e+00
1.953069802356860452e+00,2.136081431083968418e+00
2.784879318995399977e+00,2.611831619626157952e+00
3.566908894100577321e+00,3.902878439662001764e+00
1.224096961549582252e+00,1.321631760769114372e+00
3.078529756668505257e+00,3.075716125096648046e+00
4.036692462452305286e+00,5.128552170379131248e+00
2.982040280892031880e+00,3.328757232593825943e+00
1.833592874340005174e+00,1.615037347335584128e+00
3.044683514413806247e+00,3.055210319083811132e+00
1.533961561380059013e+00,1.596496448098958520e+00
2.425460686115080922e+00,2.179143946811613386e+00
3.720863118104130951e+00,5.162582258072164088e+00
1.725810121287206567e+00,1.479285433851313059e+00
2.118077201790801833e+00,2.203103474388937943e+00
1.783506066205780005e+00,1.413425331101864968e+00
6.865045007215407891e-01,4.793398023498925964e-01
3.283739404910237081e+00,4.406118684007394926e+00
1.960414498629958313e+00,1.393350502865670970e+00
1.864242317431573870e+00,1.398387249658602061e+00
2.234865871373977964e+00,1.670297698049502788e+00
1.332756698860045663e+00,9.830994832231403358e-01
2.686168756060408835e+00,2.615917488708383587e+00
1.319401599158779081e+00,1.097176486027909181e+00
2.521904983576460424e+00,2.481355492966492715e+00
3.209382579258036383e+00,4.053010789081637810e+00
1.465564659667347058e+00,1.090230207296120968e+00
2.117461817522746870e+00,1.364790690071392198e+00
3.187315740597909564e+00,3.115239343853435816e+00
2.013669530656079232e+00,1.415384870689292418e+00
1.310232583212530333e+00,5.293087349527673124e-01
2.617002677431363722e+00,2.678488814089184267e+00
2.954069981277896773e+00,2.864112721986606047e+00
2.524318161669096838e+00,2.193418298207575834e+00
4.007561499373613501e+00,5.419871473966465736e+00
2.909747449478980119e+00,2.512792235781652117e+00
3.816098810734192437e+00,4.658599739714858856e+00
1.439964354438189931e+00,1.311830217308333824e+00
1.433393267334816867e+00,1.290711609104792323e+00
3.545849918528276135e+00,4.123344119416463727e+00
2.239529422792348345e+00,2.429592577062514636e+00
1.632572872723695445e+00,8.581131607721508292e-01
3.720502386484489499e+00,4.573107846845974933e+00
1.556330026415091883e+00,1.121448324300293731e+00
3.460201229780349497e+00,3.221170905295240416e+00
3.615389885446206097e+00,5.001981310876414177e+00
3.738191162331145900e+00,4.830433289648718542e+00
2.850985574510126686e+00,2.512377896598533944e+00
3.225538353302805028e+00,4.164221923656779012e+00
2.022884188378565540e+00,1.801080681699235297e+00
1.813265556955079072e+00,1.537397855544895275e+00
3.463254908838822921e+00,3.883926851559056814e+00
2.180854678029839011e+00,1.843890328869498996e+00
3.695114775915104399e+00,4.156287800048093395e+00
3.040084325732898662e+00,3.415310748487745851e+00
2.805758930153193109e+00,2.633702308924193769e+00
1.443280183655717419e+00,1.151797442551840689e+00
3.813527144172713435e+00,5.271048598310391853e+00
2.547003438004070031e+00,2.406813319534503393e+00
2.777875623428483376e+00,2.776439613620012903e+00
2.662550354077790171e+00,2.587344369607666117e+00
1.331808756150864470e+00,8.235999659400190520e-01
3.580755224035779616e+00,4.589146993596201263e+00
2.901335838346599694e+00,3.379439672817791784e+00
1.514276122454756512e+00,1.387716506816646156e+00
2.801707785319079935e+00,3.004445357406942296e+00
